region,city,city_region,latitude,longitude,lat_lon_hdbscan_cluster_05_03,lat_lon_hdbscan_cluster_10_03,lat_lon_hdbscan_cluster_20_03,region_id,city_region_id
Белгородская область,Бехтеевка,Бехтеевка Белгородская область,50.8065765,37.2164585,-1,-1,-1,2,175
Самарская область,Междуреченск,Междуреченск Самарская область,53.2683952,49.1319986,57,35,19,17,927
Свердловская область,Зайково,Зайково Свердловская область,57.5463931,62.74957179999999,-1,-1,-1,19,520
Самарская область,Рождествено,Рождествено Самарская область,53.2306884,50.04969999999999,58,36,19,17,1340
Кемеровская область,Кедровка,Кедровка Кемеровская область,53.8329797,87.5092556,24,11,7,8,667
Нижегородская область,Вахтан,Вахтан Нижегородская область,57.9609962,46.6878846,3,2,1,11,276
Воронежская область,Воробьевка,Воробьевка Воронежская область,50.64663299999999,40.9547895,38,22,11,5,339
Башкортостан,Улу-Теляк,Улу-Теляк Башкортостан,54.9143517,56.9764798,-1,-1,-1,1,1641
Самарская область,Серноводск,Серноводск Самарская область,53.9256842,51.2577545,54,32,18,17,1416
Свердловская область,Пелым,Пелым Свердловская область,61.0502894,61.9767161,5,4,-1,19,1197
Оренбургская область,Колтубановский,Колтубановский Оренбургская область,52.94150579999999,52.0319186,52,-1,19,14,705
Татарстан,Большая Атня,Большая Атня Татарстан,56.24933979999999,49.4490783,47,26,14,21,206
Воронежская область,Перелешинский,Перелешинский Воронежская область,51.718381,40.1919029,38,22,11,5,1209
Иркутская область,Магистральный,Магистральный Иркутская область,56.166667,107.433333,2,1,-1,6,889
Краснодарский край,Отрадо-Кубанское,Отрадо-Кубанское Краснодарский край,45.24371319999999,40.8364137,46,44,9,9,1177
Краснодарский край,Удобная,Удобная Краснодарский край,44.2147685,41.5683289,46,-1,9,9,1636
Ростовская область,Мечетинская,Мечетинская Ростовская область,46.7654852,40.4503704,46,-1,9,16,939
Алтайский край,Бурла,Бурла Алтайский край,53.3347847,78.34070840000001,19,-1,-1,0,257
Ростовская область,Горняцкий,Горняцкий Ростовская область,48.2897828,40.9506346,44,-1,9,16,390
Тюменская область,Успенка,Успенка Тюменская область,57.0747799,65.066005,41,24,13,23,1658
Алтайский край,Новоегорьевское,Новоегорьевское Алтайский край,51.7589361,80.894499,-1,-1,8,0,1062
Ростовская область,Калинин,Калинин Ростовская область,47.2455985,39.5164401,46,40,9,16,613
Оренбургская область,Татарская Каргала,Татарская Каргала Оренбургская область,51.947807,55.1825831,49,27,15,14,1556
Башкортостан,Семилетка,Семилетка Башкортостан,55.3587891,54.6140328,51,29,17,1,1408
Башкортостан,Старосубхангулово,Старосубхангулово Башкортостан,53.1069946,57.431456,-1,-1,-1,1,1496
Ставропольский край,Бекешевская,Бекешевская Ставропольский край,44.11362390000001,42.43195619999999,46,-1,9,20,139
Челябинская область,Локомотивный,Локомотивный Челябинская область,53.016667,60.583333,20,-1,-1,26,873
Краснодарский край,Челбасская,Челбасская Краснодарский край,45.9773921,39.3668159,46,-1,9,9,1716
Ставропольский край,Незлобная,Незлобная Ставропольский край,44.12018640000001,43.4017398,46,39,9,20,996
Красноярский край,Тинской,Тинской Красноярский край,56.14683119999999,96.9219212,-1,9,6,10,1578
Пермский край,Гайны,Гайны Пермский край,60.3278292,54.3033879,-1,-1,-1,15,362
Новосибирская область,Станционно-Ояшинский,Станционно-Ояшинский Новосибирская область,55.4660637,83.8213352,27,14,8,12,1478
Владимирская область,Уршельский,Уршельский Владимирская область,55.6768605,40.2177807,3,2,1,3,1653
Нижегородская область,Ветлужский,Ветлужский Нижегородская область,57.1691059,45.11796870000001,3,2,1,11,312
Краснодарский край,Губская,Губская Краснодарский край,44.3204868,40.62034389999999,46,42,9,9,418
Краснодарский край,Новощербиновская,Новощербиновская Краснодарский край,46.4740922,38.6396826,46,-1,9,9,1109
Кемеровская область,Старобачаты,Старобачаты Кемеровская область,54.2407853,86.2093804,25,11,7,8,1484
Оренбургская область,Подгородняя Покровка,Подгородняя Покровка Оренбургская область,51.8351502,54.9870336,49,27,15,14,1249
Ростовская область,Сандата,Сандата Ростовская область,46.277611,41.756863,-1,-1,9,16,1372
Краснодарский край,Горное Лоо,Горное Лоо Краснодарский край,43.7166783,39.6074848,33,-1,-1,9,383
Ставропольский край,Дмитриевское,Дмитриевское Ставропольский край,45.8198363,41.8780088,46,-1,9,20,448
Краснодарский край,Глебовка,Глебовка Краснодарский край,46.6397916,39.9922948,46,-1,9,9,375
Краснодарский край,Гирей,Гирей Краснодарский край,45.4027512,40.6625097,46,44,9,9,373
Краснодарский край,Коноково,Коноково Краснодарский край,44.86282749999999,41.3253414,46,44,9,9,713
Ставропольский край,Комсомолец,Комсомолец Ставропольский край,44.0176264,43.5649316,46,39,9,20,709
Красноярский край,Кедровый,Кедровый Красноярский край,56.2798338,91.5443305,15,9,6,10,668
Удмуртия,Грахово,Грахово Удмуртия,56.041542,51.96453810000001,55,33,18,24,404
Новосибирская область,Посевная,Посевная Новосибирская область,54.2990282,83.3255398,27,14,8,12,1269
Тульская область,Приупский,Приупский Тульская область,53.9084707,37.7359271,9,6,4,22,1295
Алтайский край,Курья,Курья Алтайский край,51.6050473,82.2976276,23,-1,8,0,828
Красноярский край,Партизанское,Партизанское Красноярский край,55.5039361,94.4032885,16,9,6,10,1194
Башкортостан,Алексеевка,Алексеевка Башкортостан,54.831649,55.9932777,50,28,16,1,39
Владимирская область,Мелехово,Мелехово Владимирская область,56.25674739999999,41.30944239999999,3,2,1,3,933
Пермский край,Лямино,Лямино Пермский край,58.2742003,57.1856059,-1,-1,-1,15,887
Белгородская область,Новая Таволжанка,Новая Таволжанка Белгородская область,50.3530658,36.8272273,35,20,10,2,1038
Воронежская область,Стрелица,Стрелица Воронежская область,51.6063652,38.90532899999999,38,22,11,5,1508
Краснодарский край,Советская,Советская Краснодарский край,44.7748965,41.1764356,46,44,9,9,1440
Иркутская область,Тайтурка,Тайтурка Иркутская область,52.864821,103.45689,4,3,2,6,1543
Тюменская область,Армизонское,Армизонское Тюменская область,55.94398709999999,67.6859443,-1,-1,-1,23,72
Краснодарский край,Терновская,Терновская Краснодарский край,45.8491367,40.4157239,46,-1,9,9,1573
Воронежская область,Никольское,Никольское Воронежская область,51.6838457,39.7561343,38,22,11,5,1033
Иркутская область,Жигалово,Жигалово Иркутская область,54.8138199,105.1572145,-1,-1,-1,6,507
Оренбургская область,Северное,Северное Оренбургская область,54.0928275,52.5373616,-1,-1,18,14,1396
Новосибирская область,Кыштовка,Кыштовка Новосибирская область,56.5465443,76.6460943,-1,-1,-1,12,836
Кемеровская область,Кузедеево,Кузедеево Кемеровская область,53.32996180000001,87.16279519999999,24,11,7,8,801
Волгоградская область,Нижний Чир,Нижний Чир Волгоградская область,48.3756394,43.0842361,31,17,-1,4,1020
Алтайский край,Черемное,Черемное Алтайский край,53.16970749999999,83.21415259999999,26,13,8,0,1721
Пермский край,Павловский,Павловский Пермский край,57.8389616,54.8398457,42,23,12,15,1186
Омская область,Лузино,Лузино Омская область,54.94515759999999,73.03926539999999,12,8,5,13,878
Иркутская область,Железнодорожный,Железнодорожный Иркутская область,57.901749,102.797363,2,1,-1,6,506
Татарстан,Столбище,Столбище Татарстан,55.6471481,49.2200125,47,26,14,21,1506
Ростовская область,Приморка,Приморка Ростовская область,47.2792583,39.0522384,46,40,9,16,1290
Омская область,Нижняя Омка,Нижняя Омка Омская область,55.4330626,74.9385554,12,8,5,13,1022
Ставропольский край,Архангельское,Архангельское Ставропольский край,44.60671869999999,44.0879597,46,39,9,20,82
Волгоградская область,Линево,Линево Волгоградская область,50.88606530000001,44.8259664,29,16,-1,4,865
Ставропольский край,Подгорная,Подгорная Ставропольский край,44.2006496,43.4273768,46,39,9,20,1246
Владимирская область,Мстера,Мстера Владимирская область,56.3742945,41.9211733,3,2,1,3,971
Самарская область,Спиридоновка,Спиридоновка Самарская область,53.0931474,50.6467123,58,36,19,17,1468
Омская область,Колосовка,Колосовка Омская область,56.4699384,73.6043718,12,8,5,13,704
Башкортостан,Новобелокатай,Новобелокатай Башкортостан,55.70527449999999,58.9601678,-1,-1,-1,1,1049
Волгоградская область,Большие Чапурники,Большие Чапурники Волгоградская область,48.417666,44.5836414,31,17,-1,4,220
Белгородская область,Городище,Городище Белгородская область,51.1325295,38.0681686,37,21,11,2,392
Ярославская область,Туношна,Туношна Ярославская область,57.56231999999999,40.1702562,3,2,1,27,1612
Оренбургская область,Пригородный,Пригородный Оренбургская область,51.76670559999999,55.2772489,49,27,15,14,1287
Свердловская область,Шамары,Шамары Свердловская область,57.3458381,58.2236209,-1,-1,-1,19,1753
Красноярский край,Пировское,Пировское Красноярский край,57.6127318,92.2815103,-1,-1,-1,10,1233
Ярославская область,Волга,Волга Ярославская область,57.9499122,38.388523,3,2,1,27,326
Нижегородская область,Мухтолово,Мухтолово Нижегородская область,55.4634082,43.18170509999999,3,2,1,11,978
Краснодарский край,Адагум,Адагум Краснодарский край,45.095705,37.721554,46,41,9,9,13
Алтайский край,Соколово,Соколово Алтайский край,52.53154000000001,84.781429,22,12,8,0,1446
Краснодарский край,Баговская,Баговская Краснодарский край,44.1737073,40.6122396,46,42,9,9,105
Ростовская область,Большие Салы,Большие Салы Ростовская область,47.3914189,39.6821323,46,40,9,16,218
Краснодарский край,Ахтанизовская,Ахтанизовская Краснодарский край,45.3208316,37.1045531,46,41,9,9,94
Краснодарский край,Верхнебаканский,Верхнебаканский Краснодарский край,44.8424811,37.6683306,46,41,9,9,290
Ставропольский край,Эдиссия,Эдиссия Ставропольский край,44.0427429,44.549842,45,25,9,20,1780
Пермский край,Бершеть,Бершеть Пермский край,57.7297471,56.3724781,43,23,12,15,171
Воронежская область,Углянец,Углянец Воронежская область,51.820919,39.591263,38,22,11,5,1635
Владимирская область,Головино,Головино Владимирская область,55.94963079999999,40.4417555,3,2,1,3,378
Свердловская область,Бутка,Бутка Свердловская область,56.7243666,63.7958076,41,24,13,19,260
Ставропольский край,Орловка,Орловка Ставропольский край,44.6972087,44.17860779999999,46,39,9,20,1163
Краснодарский край,Успенская,Успенская Краснодарский край,45.7684287,41.0640277,46,-1,9,9,1659
Красноярский край,Новоселово,Новоселово Красноярский край,55.0123206,90.9813874,-1,-1,-1,10,1089
Ставропольский край,Надежда,Надежда Ставропольский край,45.0507103,42.1195304,46,43,9,20,985
Новосибирская область,Барышево,Барышево Новосибирская область,54.9563863,83.1787903,27,14,8,12,133
Кемеровская область,Итатский,Итатский Кемеровская область,56.07113709999999,89.0001154,14,9,6,8,594
Краснодарский край,Вознесенская,Вознесенская Краснодарский край,44.54831189999999,41.0350394,46,-1,9,9,324
Ставропольский край,Стародубское,Стародубское Ставропольский край,44.5684551,44.0195561,46,39,9,20,1488
Иркутская область,Улькан,Улькан Иркутская область,55.90000000000001,107.8,2,1,-1,6,1643
Кемеровская область,Артышта,Артышта Кемеровская область,54.120041,86.275291,25,11,7,8,79
Воронежская область,Новохоперский,Новохоперский Воронежская область,51.1013439,41.6225907,-1,-1,11,5,1104
Челябинская область,Бобровка,Бобровка Челябинская область,54.04734939999999,61.7492324,-1,-1,-1,26,189
Пермский край,Чермоз,Чермоз Пермский край,58.78573600000001,56.14980500000001,-1,23,12,15,1727
Свердловская область,Щелкун,Щелкун Свердловская область,56.3017765,60.9498408,-1,38,21,19,1779
Башкортостан,Куяново,Куяново Башкортостан,55.8055199,54.53520349999999,51,29,17,1,834
Нижегородская область,Тонкино,Тонкино Нижегородская область,57.3700122,46.45502519999999,3,2,1,11,1591
Башкортостан,Михайловка,Михайловка Башкортостан,54.8118506,55.8918899,50,28,16,1,951
Алтайский край,Быстрый Исток,Быстрый Исток Алтайский край,52.369946,84.38229,-1,-1,8,0,265
Ростовская область,Новобессергеневка,Новобессергеневка Ростовская область,47.1846827,38.84519299999999,46,40,9,16,1050
Ярославская область,Бурмакино,Бурмакино Ярославская область,57.4341878,40.3148687,3,2,1,27,259
Татарстан,Айша,Айша Татарстан,55.8728316,48.63026230000001,47,26,14,21,20
Новосибирская область,Баган,Баган Новосибирская область,54.09844529999999,77.6793844,-1,-1,-1,12,104
Новосибирская область,Маслянино,Маслянино Новосибирская область,54.3453192,84.2097658,-1,-1,-1,12,916
Ставропольский край,Прасковея,Прасковея Ставропольский край,44.73503909999999,44.2010499,46,39,9,20,1276
Иркутская область,Оса,Оса Иркутская область,53.38543869999999,103.8810477,4,3,2,6,1167
Нижегородская область,Лукино,Лукино Нижегородская область,56.4387506,43.63133750000001,3,2,1,11,879
Башкортостан,Павловка,Павловка Башкортостан,55.421552,56.56095509999999,-1,-1,-1,1,1181
Красноярский край,Нижний Ингаш,Нижний Ингаш Красноярский край,56.19370559999999,96.5250799,-1,9,6,10,1015
Татарстан,Карабаш,Карабаш Татарстан,54.69304529999999,52.58141269999999,55,33,18,21,645
Удмуртия,Кама,Кама Удмуртия,56.847741,53.202749,53,31,18,24,623
Краснодарский край,Передовая,Передовая Краснодарский край,44.119138,41.47242900000001,46,-1,9,9,1207
Иркутская область,Новонукутский,Новонукутский Иркутская область,53.70149,102.698419,4,3,2,6,1079
Тульская область,Плеханово,Плеханово Тульская область,54.24404029999999,37.5677676,9,6,4,22,1240
Краснодарский край,Григорьевская,Григорьевская Краснодарский край,44.7710487,38.8334457,46,41,9,9,413
Челябинская область,Тюбук,Тюбук Челябинская область,56.0585633,60.93707629999999,63,38,21,26,1621
Воронежская область,Землянск,Землянск Воронежская область,51.9014159,38.7237155,38,22,11,5,539
Кемеровская область,Красногорский,Красногорский Кемеровская область,54.544871,86.287606,25,11,7,8,749
Ставропольский край,Балахоновское,Балахоновское Ставропольский край,44.77944369999999,41.7783414,46,44,9,20,119
Кемеровская область,Тайжина,Тайжина Кемеровская область,53.6729935,87.4389355,24,11,7,8,1542
Тульская область,Шварцевский,Шварцевский Тульская область,54.0913683,37.9914505,9,6,4,22,1762
Оренбургская область,Красноярский,Красноярский Оренбургская область,51.9659937,59.90266949999999,20,-1,-1,14,774
Краснодарский край,Березовый,Березовый Краснодарский край,45.1498909,38.9951952,46,41,9,9,169
Свердловская область,Покровское,Покровское Свердловская область,57.3579277,61.6905815,64,38,21,19,1259
Краснодарский край,Новоалексеевская,Новоалексеевская Краснодарский край,44.8238879,40.9170843,46,-1,9,9,1044
Новосибирская область,Толмачево,Толмачево Новосибирская область,54.9789395,82.7374036,27,14,8,12,1588
Ставропольский край,Солуно-Дмитриевское,Солуно-Дмитриевское Ставропольский край,44.4085895,42.7304464,46,39,9,20,1458
Челябинская область,Новосинеглазовский,Новосинеглазовский Челябинская область,55.0401341,61.3835348,61,30,20,26,1093
Алтайский край,Староалейское,Староалейское Алтайский край,51.0175089,81.996304,-1,-1,8,0,1482
Башкортостан,Темясово,Темясово Башкортостан,52.9850842,58.1242712,32,18,-1,1,1569
Иркутская область,Киренск,Киренск Иркутская область,57.7746006,108.1240863,2,1,-1,6,682
Ставропольский край,Каясула,Каясула Ставропольский край,44.3239335,44.994265,-1,-1,9,20,665
Краснодарский край,Дмитриевская,Дмитриевская Краснодарский край,45.6592536,40.7666934,46,-1,9,9,447
Ставропольский край,Сотниковское,Сотниковское Ставропольский край,45.0030925,43.7825227,46,-1,9,20,1465
Краснодарский край,Екатериновка,Екатериновка Краснодарский край,46.6952838,38.7579666,46,-1,9,9,478
Ставропольский край,Константиновская,Константиновская Ставропольский край,44.04686359999999,43.15942099999999,46,39,9,20,716
Нижегородская область,Центральный,Центральный Нижегородская область,56.2953711,42.7955325,3,2,1,11,1703
Новосибирская область,Ярково,Ярково Новосибирская область,54.80963690000001,82.6009979,27,14,8,12,1812
Ханты-Мансийский АО,Сентябрьский,Сентябрьский Ханты-Мансийский АО,60.493056,72.19638909999999,6,5,3,25,1411
Ставропольский край,Горячеводский,Горячеводский Ставропольский край,44.0288763,43.1007042,46,39,9,20,397
Краснодарский край,Константиновская,Константиновская Краснодарский край,44.83481339999999,40.7247513,46,42,9,9,715
Краснодарский край,Двубратский,Двубратский Краснодарский край,45.2687653,39.7949079,46,41,9,9,431
Белгородская область,Пятницкое,Пятницкое Белгородская область,50.4213981,37.8304992,37,21,11,2,1312
Иркутская область,Лесогорск,Лесогорск Иркутская область,56.0457548,99.52388789999999,-1,-1,-1,6,859
Волгоградская область,Заплавное,Заплавное Волгоградская область,48.7044521,45.0190546,31,17,-1,4,525
Омская область,Знаменское,Знаменское Омская область,57.121944,73.898071,-1,-1,-1,13,548
Нижегородская область,Варнавино,Варнавино Нижегородская область,57.3987392,45.0870547,3,2,1,11,272
Алтайский край,Тогул,Тогул Алтайский край,53.462097,85.909836,22,12,8,0,1585
Свердловская область,Петрокаменское,Петрокаменское Свердловская область,57.7121761,60.63970289999999,-1,-1,21,19,1224
Татарстан,Нижняя Мактама,Нижняя Мактама Татарстан,54.8603009,52.4223979,55,33,18,21,1021
Самарская область,Георгиевка,Георгиевка Самарская область,53.2692817,50.99107799999999,58,36,19,17,368
Ростовская область,Синявское,Синявское Ростовская область,47.2766571,39.2855751,46,40,9,16,1425
Нижегородская область,Выездное,Выездное Нижегородская область,55.3783681,43.7854922,3,2,1,11,349
Ростовская область,Красноармейский,Красноармейский Ростовская область,47.00641599999999,42.2104149,-1,-1,9,16,742
Краснодарский край,Незамаевская,Незамаевская Краснодарский край,46.16426329999999,40.2745019,46,-1,9,9,995
Краснодарский край,Стрелка,Стрелка Краснодарский край,45.20767499999999,37.2884784,46,41,9,9,1509
Алтайский край,Угловское,Угловское Алтайский край,51.35359700000001,80.202173,-1,-1,8,0,1634
Тюменская область,Новоселезнево,Новоселезнево Тюменская область,55.6673937,69.1992458,13,-1,-1,23,1087
Кемеровская область,Темиртау,Темиртау Кемеровская область,53.139652,87.45240000000001,24,11,7,8,1567
Пермский край,Пожва,Пожва Пермский край,59.0865498,56.078323,-1,-1,-1,15,1253
Свердловская область,Горный Щит,Горный Щит Свердловская область,56.6853873,60.5139439,65,38,21,19,388
Нижегородская область,Горбатов,Горбатов Нижегородская область,56.12766389999999,43.0729987,3,2,1,11,382
Красноярский край,Рассвет,Рассвет Красноярский край,57.00387079999999,91.4778197,-1,9,6,10,1322
Ярославская область,Дубки,Дубки Ярославская область,57.5296303,39.7428622,3,2,1,27,463
Свердловская область,Махнево,Махнево Свердловская область,58.4549594,61.731676,-1,-1,-1,19,920
Алтайский край,Верх-Катунское,Верх-Катунское Алтайский край,52.450716,85.423191,22,12,8,0,286
Ростовская область,Быстрогорский,Быстрогорский Ростовская область,48.2047809,41.1462905,44,-1,9,16,264
Ставропольский край,Бешпагир,Бешпагир Ставропольский край,45.023167,42.372986,46,43,9,20,176
Ставропольский край,Подкумок,Подкумок Ставропольский край,43.96640850000001,42.77041879999999,46,39,9,20,1250
Ставропольский край,Высоцкое,Высоцкое Ставропольский край,45.0209955,42.9021581,46,39,9,20,355
Тюменская область,Червишево,Червишево Тюменская область,56.9418648,65.4266428,41,24,13,23,1719
Ставропольский край,Темижбекский,Темижбекский Ставропольский край,45.4444401,41.03461650000001,46,44,9,20,1565
Иркутская область,Мишелевка,Мишелевка Иркутская область,52.84999999999999,104.5000001,4,3,2,6,958
Тульская область,Чекалин,Чекалин Тульская область,54.0924199,36.246824,8,6,4,22,1714
Краснодарский край,Копанская,Копанская Краснодарский край,46.2774444,38.4771378,46,-1,9,9,719
Краснодарский край,Новобейсугская,Новобейсугская Краснодарский край,45.47440719999999,39.87891219999999,46,41,9,9,1048
Краснодарский край,Староджерелиевская,Староджерелиевская Краснодарский край,45.4832718,38.3022991,46,41,9,9,1487
Челябинская область,Магнитка,Магнитка Челябинская область,55.3377048,59.6818456,-1,30,20,26,890
Нижегородская область,Сатис,Сатис Нижегородская область,54.9255438,43.2293226,3,2,1,11,1381
Пермский край,Ныроб,Ныроб Пермский край,60.7412843,56.7240294,-1,-1,-1,15,1120
Пермский край,Всеволодо-Вильва,Всеволодо-Вильва Пермский край,59.218361,57.4404589,34,19,-1,15,348
Алтайский край,Панкрушиха,Панкрушиха Алтайский край,53.8217803,80.3474566,-1,-1,-1,0,1192
Краснодарский край,Соколовское,Соколовское Краснодарский край,45.2589775,40.6710331,46,44,9,9,1447
Ставропольский край,Новозаведенное,Новозаведенное Ставропольский край,44.2643449,43.6369585,46,39,9,20,1063
Ставропольский край,Тищенское,Тищенское Ставропольский край,45.454458,41.663958,46,43,9,20,1582
Алтайский край,Тюменцево,Тюменцево Алтайский край,53.3202173,81.4954332,-1,-1,-1,0,1624
Красноярский край,Тюхтет,Тюхтет Красноярский край,56.532166,89.31674989999999,-1,9,6,10,1626
Ставропольский край,Старопавловская,Старопавловская Ставропольский край,43.84271770000001,43.6387314,46,39,9,20,1495
Воронежская область,Перелешино,Перелешино Воронежская область,51.7386378,40.1348656,38,22,11,5,1208
Самарская область,Береза,Береза Самарская область,53.5087757,50.1567556,58,36,19,17,160
Алтайский край,Южный,Южный Алтайский край,53.2537063,83.6930825,26,13,8,0,1790
Тульская область,Барсуки,Барсуки Тульская область,54.24566189999999,37.5020415,9,6,4,22,131
Пермский край,Комсомольский,Комсомольский Пермский край,57.4623698,57.1353192,40,23,12,15,710
Новосибирская область,Сокур,Сокур Новосибирская область,55.2147146,83.32061879999999,27,14,8,12,1450
Саратовская область,Приволжский,Приволжский Саратовская область,51.4164632,46.0578227,28,15,-1,18,1282
Воронежская область,Воронцовка,Воронцовка Воронежская область,50.596958,40.323363,38,22,11,5,342
Краснодарский край,Новомалороссийская,Новомалороссийская Краснодарский край,45.6352936,39.8952382,46,41,9,9,1072
Ставропольский край,Преградное,Преградное Ставропольский край,45.8209156,41.7473982,46,-1,9,20,1277
Ханты-Мансийский АО,Локосово,Локосово Ханты-Мансийский АО,61.131389,74.855278,7,5,3,25,874
Ставропольский край,Нежинский,Нежинский Ставропольский край,43.9325976,42.6755501,46,39,9,20,994
Ростовская область,Александровка,Александровка Ростовская область,46.7852069,38.9932952,46,-1,9,16,35
Калининградская область,Приморск,Приморск Калининградская область,54.7339608,20.0035389,0,0,0,7,1292
Новосибирская область,Ташара,Ташара Новосибирская область,55.5161284,83.4994196,27,14,8,12,1558
Нижегородская область,Виля,Виля Нижегородская область,55.2571473,42.2051732,3,2,1,11,315
Челябинская область,Межевой,Межевой Челябинская область,55.1662846,58.7926322,62,30,20,26,929
Воронежская область,Сомово,Сомово Воронежская область,51.940281,38.7999923,38,22,11,5,1460
Воронежская область,Воля,Воля Воронежская область,51.7560912,39.5145309,38,22,11,5,338
Краснодарский край,Орел-Изумруд,Орел-Изумруд Краснодарский край,43.4624361,39.926639,33,-1,-1,9,1161
Иркутская область,Тыреть 1-я,Тыреть 1-я Иркутская область,53.666667,102.3,4,3,2,6,1620
Ставропольский край,Марьинская,Марьинская Ставропольский край,43.8826519,43.4842154,46,39,9,20,912
Иркутская область,Юрты,Юрты Иркутская область,56.0487949,97.63156049999999,-1,9,6,6,1799
Воронежская область,Дракино,Дракино Воронежская область,51.1373971,39.3988465,38,22,11,5,460
Ханты-Мансийский АО,Барсово,Барсово Ханты-Мансийский АО,61.25305599999999,73.1880561,6,5,3,25,130
Нижегородская область,Сухобезводное,Сухобезводное Нижегородская область,57.0473929,44.89809839999999,3,2,1,11,1527
Красноярский край,Северо-Енисейский,Северо-Енисейский Красноярский край,60.37352800000001,93.0464481,-1,-1,-1,10,1399
Владимирская область,Гусевский,Гусевский Владимирская область,55.66174729999999,40.5594143,3,2,1,3,424
Краснодарский край,Андрюки,Андрюки Краснодарский край,44.121889,40.834147,46,42,9,9,58
Свердловская область,Курьи,Курьи Свердловская область,56.9190622,62.119726,-1,-1,21,19,827
Свердловская область,Гари,Гари Свердловская область,59.4282539,62.3556076,-1,-1,-1,19,365
Новосибирская область,Довольное,Довольное Новосибирская область,54.4933072,79.6833171,-1,-1,-1,12,451
Воронежская область,Орлово,Орлово Воронежская область,51.7538093,39.5865579,38,22,11,5,1164
Красноярский край,Новобирилюссы,Новобирилюссы Красноярский край,56.9586226,90.6849872,-1,9,6,10,1051
Кемеровская область,Белогорск,Белогорск Кемеровская область,55.0121393,88.4665697,-1,-1,-1,8,146
Оренбургская область,Кваркено,Кваркено Оренбургская область,52.081198,59.73090190000001,20,-1,-1,14,666
Ханты-Мансийский АО,Высокий,Высокий Ханты-Мансийский АО,61.16,75.975,7,5,3,25,353
Красноярский край,Овсянка,Овсянка Красноярский край,55.9562612,92.57961619999999,17,9,6,10,1129
Новосибирская область,Чаны,Чаны Новосибирская область,55.3135139,76.77613869999999,12,8,5,12,1708
Красноярский край,Казачинское,Казачинское Красноярский край,57.69515010000001,93.2753817,-1,-1,-1,10,608
Новосибирская область,Убинское,Убинское Новосибирская область,55.30254859999999,79.6827969,-1,-1,-1,12,1628
Иркутская область,Октябрьский,Октябрьский Иркутская область,56.833333,99.43333299999999,-1,-1,-1,6,1144
Краснодарский край,Михайловская,Михайловская Краснодарский край,44.9916344,40.5987427,46,42,9,9,956
Ростовская область,Николаевка,Николаевка Ростовская область,47.3038795,38.8341154,46,40,9,16,1027
Красноярский край,Байкит,Байкит Красноярский край,61.6833669,96.38062029999999,-1,-1,-1,10,111
Ростовская область,Николаевская,Николаевская Ростовская область,47.6103189,41.499569,-1,-1,9,16,1029
Воронежская область,Подгорное,Подгорное Воронежская область,50.459738,41.195041,-1,-1,11,5,1247
Пермский край,Майский,Майский Пермский край,58.0608,55.3417001,43,23,12,15,895
Нижегородская область,Суроватиха,Суроватиха Нижегородская область,55.766667,43.893056,3,2,1,11,1524
Красноярский край,Дзержинское,Дзержинское Красноярский край,56.8289524,95.2216022,-1,9,6,10,440
Алтайский край,Чарышское,Чарышское Алтайский край,51.38962,83.5598369,-1,-1,-1,0,1710
Оренбургская область,Красный Коммунар,Красный Коммунар Оренбургская область,51.959444,55.369722,49,27,15,14,777
Ставропольский край,Первомайский,Первомайский Ставропольский край,44.237404,43.1227445,46,39,9,20,1200
Свердловская область,Луговской,Луговской Свердловская область,56.9576144,64.5209275,41,24,13,19,877
Краснодарский край,Юровка,Юровка Краснодарский край,45.1159196,37.4153937,46,41,9,9,1798
Краснодарский край,Белозерный,Белозерный Краснодарский край,45.0671624,38.7242893,46,41,9,9,147
Нижегородская область,Гидроторф,Гидроторф Нижегородская область,56.47296859999999,43.5413278,3,2,1,11,372
Кемеровская область,Чистогорский,Чистогорский Кемеровская область,53.9622559,87.37464279999999,24,11,7,8,1741
Башкортостан,Красная Горка,Красная Горка Башкортостан,55.1955903,56.6783675,50,28,16,1,738
Ростовская область,Летник,Летник Ростовская область,46.035264,41.269999,46,-1,9,16,861
Ставропольский край,Иргаклы,Иргаклы Ставропольский край,44.3579583,44.74171860000001,45,25,9,20,584
Краснодарский край,Майкопское,Майкопское Краснодарский край,45.3930796,40.7633051,46,44,9,9,892
Свердловская область,Левиха,Левиха Свердловская область,57.585609,59.8957796,60,37,21,19,847
Владимирская область,Муромцево,Муромцево Владимирская область,55.9318834,40.9077578,3,2,1,3,975
Свердловская область,Мартюш,Мартюш Свердловская область,56.3996976,61.8799755,-1,-1,-1,19,911
Тюменская область,Матмасы,Матмасы Тюменская область,57.30450579999999,67.1011475,-1,-1,-1,23,919
Белгородская область,Иловка,Иловка Белгородская область,50.7063285,38.6322049,37,21,11,2,571
Белгородская область,Троицкий,Троицкий Белгородская область,51.3621343,37.5018623,37,21,11,2,1600
Омская область,Красный Яр,Красный Яр Омская область,55.2402058,72.9177892,12,8,5,13,781
Пермский край,Новоильинский,Новоильинский Пермский край,57.905903,55.47533199999999,43,23,12,15,1064
Пермский край,Сарс,Сарс Пермский край,56.560003,57.1254967,-1,-1,-1,15,1380
Ставропольский край,Канглы,Канглы Ставропольский край,44.2552306,43.0246539,46,39,9,20,637
Свердловская область,Калья,Калья Свердловская область,60.24039610000001,59.98525249999999,18,10,-1,19,622
